ID;Date;T[°C];RH[%rH];
1;28/06/2022 16:53:00;29,2;58,6;
2;28/06/2022 17:03:00;26,3;43;
3;28/06/2022 17:13:00;25,4;44,4;
4;28/06/2022 17:23:00;25,1;44,7;
5;28/06/2022 17:33:00;24,9;45,2;
6;28/06/2022 17:43:00;24,7;44,9;
7;28/06/2022 17:53:00;24,6;45,7;
8;28/06/2022 18:03:00;24,4;46,2;
9;28/06/2022 18:13:00;24,3;46,3;
10;28/06/2022 18:23:00;24,2;46,6;
11;28/06/2022 18:33:00;24,1;46,8;
12;28/06/2022 18:43:00;24,1;46,7;
13;28/06/2022 18:53:00;24;47;
14;28/06/2022 19:03:00;23,9;47;
15;28/06/2022 19:13:00;23,9;47,5;
16;28/06/2022 19:23:00;23,8;47,7;
17;28/06/2022 19:33:00;23,8;47,9;
18;28/06/2022 19:43:00;23,7;48;
19;28/06/2022 19:53:00;23,6;48,1;
20;28/06/2022 20:03:00;23,6;48,4;
21;28/06/2022 20:13:00;23,5;48,6;
22;28/06/2022 20:23:00;23,4;48,8;
23;28/06/2022 20:33:00;23,4;49;
24;28/06/2022 20:43:00;23,3;49,2;
25;28/06/2022 20:53:00;23,3;49,3;
26;28/06/2022 21:03:00;23,2;49,5;
27;28/06/2022 21:13:00;23,2;50;
28;28/06/2022 21:23:00;23,1;50,5;
29;28/06/2022 21:33:00;23,1;50,9;
30;28/06/2022 21:43:00;23;51,4;
31;28/06/2022 21:53:00;22,9;51,4;
32;28/06/2022 22:03:00;22,9;52;
33;28/06/2022 22:13:00;22,8;52;
34;28/06/2022 22:23:00;22,8;52,7;
35;28/06/2022 22:33:00;22,7;52,6;
36;28/06/2022 22:43:00;22,6;53,6;
37;28/06/2022 22:53:00;22,6;54;
38;28/06/2022 23:03:00;22,6;54,3;
39;28/06/2022 23:13:00;22,5;54,8;
40;28/06/2022 23:23:00;22,5;54,9;
41;28/06/2022 23:33:00;22,4;55,4;
42;28/06/2022 23:43:00;22,4;55,6;
43;28/06/2022 23:53:00;22,3;56,1;
44;29/06/2022 00:03:00;22,3;55,9;
45;29/06/2022 00:13:00;22,3;56,3;
46;29/06/2022 00:23:00;22,2;56,2;
