ID;Date;T[°C];RH[%rH];
1;28/06/2022 16:06:00;26,3;56,8;
2;28/06/2022 16:16:00;29,9;37,1;
3;28/06/2022 16:26:00;34,4;31,2;
4;28/06/2022 16:36:00;36,2;28,8;
5;28/06/2022 16:46:00;36,5;27,9;
6;28/06/2022 16:56:00;36,7;27,3;
7;28/06/2022 17:06:00;35,6;27,8;
8;28/06/2022 17:16:00;33,8;29,9;
9;28/06/2022 17:26:00;32,9;30,5;
10;28/06/2022 17:36:00;30,7;33,4;
11;28/06/2022 17:46:00;32,3;31,4;
12;28/06/2022 17:56:00;29,7;34,5;
13;28/06/2022 18:06:00;29;35,8;
14;28/06/2022 18:16:00;28,5;36,4;
15;28/06/2022 18:26:00;30;34,8;
16;28/06/2022 18:36:00;31,3;33,4;
17;28/06/2022 18:46:00;31,2;33;
18;28/06/2022 18:56:00;29,1;35,5;
19;28/06/2022 19:06:00;28,5;36,4;
20;28/06/2022 19:16:00;28,5;36,4;
21;28/06/2022 19:26:00;28,5;36,8;
22;28/06/2022 19:36:00;28,4;37,1;
23;28/06/2022 19:46:00;26,9;39,5;
24;28/06/2022 19:56:00;28,2;37,8;
25;28/06/2022 20:06:00;28,8;36,4;
26;28/06/2022 20:16:00;26,5;40,2;
27;28/06/2022 20:26:00;26;41,1;
28;28/06/2022 20:36:00;25,3;42,8;
29;28/06/2022 20:46:00;24,8;44,2;
30;28/06/2022 20:56:00;24,4;45,1;
31;28/06/2022 21:06:00;23,9;46,3;
32;28/06/2022 21:16:00;23,5;47,4;
33;28/06/2022 21:26:00;23;49,3;
34;28/06/2022 21:36:00;22,6;50,2;
35;28/06/2022 21:46:00;22;52,6;
36;28/06/2022 21:56:00;21,7;55,4;
37;28/06/2022 22:06:00;21,4;55,3;
38;28/06/2022 22:16:00;21,2;56,5;
39;28/06/2022 22:26:00;21;56,6;
40;28/06/2022 22:36:00;20,9;57,7;
41;28/06/2022 22:46:00;20,8;57,1;
42;28/06/2022 22:56:00;20,7;59,1;
43;28/06/2022 23:06:00;20,6;59,4;
44;28/06/2022 23:16:00;20,6;60;
45;28/06/2022 23:26:00;20,5;60,7;
46;28/06/2022 23:36:00;20,4;61,4;
47;28/06/2022 23:46:00;20,4;62,2;
48;28/06/2022 23:56:00;20,4;61,2;
49;29/06/2022 00:06:00;20,4;61,1;
50;29/06/2022 00:16:00;20,4;61,5;
51;29/06/2022 00:26:00;20,4;62,5;
52;29/06/2022 00:36:00;20,3;61,4;
53;29/06/2022 00:46:00;20,3;61,8;
54;29/06/2022 00:56:00;20,2;61,6;
55;29/06/2022 01:06:00;20,1;62,8;
56;29/06/2022 01:16:00;20,1;63,2;
57;29/06/2022 01:26:00;20;62,8;
58;29/06/2022 01:36:00;20;62,5;
59;29/06/2022 01:46:00;20;61,6;
60;29/06/2022 01:56:00;19,9;62,9;
61;29/06/2022 02:06:00;19,9;63;
62;29/06/2022 02:16:00;19,9;62,9;
63;29/06/2022 02:26:00;19,8;63,2;
64;29/06/2022 02:36:00;19,9;62;
65;29/06/2022 02:46:00;19,9;63;
66;29/06/2022 02:56:00;19,9;62,6;
67;29/06/2022 03:06:00;20,1;62,1;
68;29/06/2022 03:16:00;20,2;61,5;
69;29/06/2022 03:26:00;20,3;61,5;
70;29/06/2022 03:36:00;20,3;61,1;
71;29/06/2022 03:46:00;20,3;61,1;
72;29/06/2022 03:56:00;20,3;61,1;
73;29/06/2022 04:06:00;20,2;61,5;
74;29/06/2022 04:16:00;20;60,5;
75;29/06/2022 04:26:00;19,6;61,2;
76;29/06/2022 04:36:00;19,4;63,1;
77;29/06/2022 04:46:00;19,4;63,6;
78;29/06/2022 04:56:00;19,4;63,7;
79;29/06/2022 05:06:00;19,4;63,5;
80;29/06/2022 05:16:00;19,5;63,2;
81;29/06/2022 05:26:00;19,6;62,7;
82;29/06/2022 05:36:00;19,7;62,1;
83;29/06/2022 05:46:00;19,8;61,6;
84;29/06/2022 05:56:00;19,9;61,1;
85;29/06/2022 06:06:00;19,9;60,8;
86;29/06/2022 06:16:00;20,3;59,4;
87;29/06/2022 06:26:00;20,6;58,6;
88;29/06/2022 06:36:00;21;57,4;
89;29/06/2022 06:46:00;21,7;55,5;
90;29/06/2022 06:56:00;22,1;53,4;
91;29/06/2022 07:06:00;22,4;52,4;
92;29/06/2022 07:16:00;22,7;52,6;
93;29/06/2022 07:26:00;22,3;54;
94;29/06/2022 07:36:00;23,8;49,5;
95;29/06/2022 07:46:00;25,8;45,1;
96;29/06/2022 07:56:00;27,5;41,8;
97;29/06/2022 08:06:00;28,6;39,2;
98;29/06/2022 08:16:00;29,7;36,6;
99;29/06/2022 08:26:00;29,1;37,9;
100;29/06/2022 08:36:00;30,4;35;
101;29/06/2022 08:46:00;31,4;34,2;
102;29/06/2022 08:56:00;32,5;32,9;
103;29/06/2022 09:06:00;33;32,2;
104;29/06/2022 09:16:00;33,8;31,2;
105;29/06/2022 09:26:00;34,2;30,5;
106;29/06/2022 09:36:00;34,7;29,5;
107;29/06/2022 09:46:00;34,8;29,5;
108;29/06/2022 09:56:00;35,1;29,1;
109;29/06/2022 10:06:00;34,3;30,2;
110;29/06/2022 10:16:00;33;31,9;
111;29/06/2022 10:26:00;32,3;34,1;
112;29/06/2022 10:36:00;32,1;34;
113;29/06/2022 10:46:00;32,2;34,5;
114;29/06/2022 10:56:00;32,4;34;
115;29/06/2022 11:06:00;32,9;33,4;
116;29/06/2022 11:16:00;33,6;32,7;
