ID;Date;T[°C];RH[%rH];
1;28/06/2022 16:40:00;25,4;58,9;
2;28/06/2022 16:50:00;34,3;32;
3;28/06/2022 17:00:00;36,7;27,9;
4;28/06/2022 17:10:00;34,8;29,1;
5;28/06/2022 17:20:00;36,7;27,6;
6;28/06/2022 17:30:00;34;29,5;
7;28/06/2022 17:40:00;32,7;31,8;
8;28/06/2022 17:50:00;33;30,9;
9;28/06/2022 18:00:00;30,5;34;
10;28/06/2022 18:10:00;29,8;36,4;
11;28/06/2022 18:20:00;29,1;36,5;
12;28/06/2022 18:30:00;32,8;32;
13;28/06/2022 18:40:00;33,8;30,4;
14;28/06/2022 18:50:00;33,6;30,4;
15;28/06/2022 19:00:00;30,6;33,4;
16;28/06/2022 19:10:00;31,5;33,3;
17;28/06/2022 19:20:00;32,7;31,7;
18;28/06/2022 19:30:00;32,1;32,3;
19;28/06/2022 19:40:00;29,6;34,9;
20;28/06/2022 19:50:00;27;39,2;
21;28/06/2022 20:00:00;27,3;39,4;
22;28/06/2022 20:10:00;26,3;41,2;
23;28/06/2022 20:20:00;26,3;41,3;
24;28/06/2022 20:30:00;26,2;41,3;
25;28/06/2022 20:40:00;26,2;41,7;
26;28/06/2022 20:50:00;25,7;42,7;
27;28/06/2022 21:00:00;25,1;44,1;
28;28/06/2022 21:10:00;24,6;45,4;
29;28/06/2022 21:20:00;24,1;46,6;
30;28/06/2022 21:30:00;23,8;47,9;
31;28/06/2022 21:40:00;23,3;49,2;
32;28/06/2022 21:50:00;23;50,3;
33;28/06/2022 22:00:00;22,7;51,1;
34;28/06/2022 22:10:00;22,5;52,3;
35;28/06/2022 22:20:00;22,3;53,3;
36;28/06/2022 22:30:00;22,2;53,5;
37;28/06/2022 22:40:00;22,1;54,5;
38;28/06/2022 22:50:00;22;55;
39;28/06/2022 23:00:00;21,9;55,6;
40;28/06/2022 23:10:00;21,8;56,5;
41;28/06/2022 23:20:00;21,8;56,6;
42;28/06/2022 23:30:00;21,7;57;
43;28/06/2022 23:40:00;21,7;57,5;
44;28/06/2022 23:50:00;21,6;58;
45;29/06/2022 00:00:00;21,6;58;
46;29/06/2022 00:10:00;21,6;58;
47;29/06/2022 00:20:00;21,5;58,2;
48;29/06/2022 00:30:00;21,5;58,6;
49;29/06/2022 00:40:00;21,4;58,5;
50;29/06/2022 00:50:00;21,4;59;
51;29/06/2022 01:00:00;21,4;58,8;
52;29/06/2022 01:10:00;21,3;58,7;
53;29/06/2022 01:20:00;21,2;59,1;
54;29/06/2022 01:30:00;21,2;59;
55;29/06/2022 01:40:00;21,2;59,3;
56;29/06/2022 01:50:00;21,1;59;
57;29/06/2022 02:00:00;21,1;59,2;
58;29/06/2022 02:10:00;21;59;
59;29/06/2022 02:20:00;21;59,1;
60;29/06/2022 02:30:00;21;59,1;
61;29/06/2022 02:40:00;21;59,4;
62;29/06/2022 02:50:00;21;59,4;
63;29/06/2022 03:00:00;21;59,3;
64;29/06/2022 03:10:00;21;59,2;
65;29/06/2022 03:20:00;21;59,2;
66;29/06/2022 03:30:00;21;59,2;
67;29/06/2022 03:40:00;21;59,2;
68;29/06/2022 03:50:00;21;59;
69;29/06/2022 04:00:00;21;59,1;
70;29/06/2022 04:10:00;20,9;58,9;
71;29/06/2022 04:20:00;20,8;58,8;
72;29/06/2022 04:30:00;20,6;58,9;
73;29/06/2022 04:40:00;20,5;59,7;
74;29/06/2022 04:50:00;20,6;59,9;
75;29/06/2022 05:00:00;20,6;60;
76;29/06/2022 05:10:00;20,6;59,8;
77;29/06/2022 05:20:00;20,6;59,7;
78;29/06/2022 05:30:00;20,6;59,6;
79;29/06/2022 05:40:00;20,7;59,2;
80;29/06/2022 05:50:00;20,7;58,8;
81;29/06/2022 06:00:00;20,8;58,4;
82;29/06/2022 06:10:00;20,9;57,9;
83;29/06/2022 06:20:00;21,5;56,2;
84;29/06/2022 06:30:00;21,6;55,8;
85;29/06/2022 06:40:00;22,4;53,6;
86;29/06/2022 06:50:00;23,2;51,3;
87;29/06/2022 07:00:00;23,9;49,1;
88;29/06/2022 07:10:00;24,4;47,8;
89;29/06/2022 07:20:00;25;46,6;
90;29/06/2022 07:30:00;25;47;
91;29/06/2022 07:40:00;27,1;42,2;
92;29/06/2022 07:50:00;28,8;39;
93;29/06/2022 08:00:00;29,8;37,2;
94;29/06/2022 08:10:00;30,2;36,9;
95;29/06/2022 08:20:00;30,8;35,4;
