ID;Date;T[°C];RH[%rH];
1;28/06/2022 16:19:00;26,3;69,4;
2;28/06/2022 16:29:00;32,7;36;
3;28/06/2022 16:39:00;33,4;28,5;
4;28/06/2022 16:49:00;33,6;28,6;
5;28/06/2022 16:59:00;32,8;28,9;
6;28/06/2022 17:09:00;30,9;31,7;
7;28/06/2022 17:19:00;30,8;33;
8;28/06/2022 17:29:00;29,5;35;
9;28/06/2022 17:39:00;28;37,5;
10;28/06/2022 17:49:00;28,4;36,3;
11;28/06/2022 17:59:00;26,5;38,6;
12;28/06/2022 18:09:00;25,7;42,8;
13;28/06/2022 18:19:00;25,3;43,1;
14;28/06/2022 18:29:00;26,4;41;
15;28/06/2022 18:39:00;27;39,4;
16;28/06/2022 18:49:00;26,7;39,4;
17;28/06/2022 18:59:00;25,3;40,8;
18;28/06/2022 19:09:00;25,3;43,3;
19;28/06/2022 19:19:00;25,7;42,8;
20;28/06/2022 19:29:00;25,9;42,1;
21;28/06/2022 19:39:00;25,1;43,4;
22;28/06/2022 19:49:00;23,9;46,5;
23;28/06/2022 19:59:00;24,3;45,2;
24;28/06/2022 20:09:00;23,9;47,1;
25;28/06/2022 20:19:00;23,5;48,3;
26;28/06/2022 20:29:00;23,5;48,3;
27;28/06/2022 20:39:00;23,5;48,1;
28;28/06/2022 20:49:00;23,1;49,2;
29;28/06/2022 20:59:00;22,9;48;
30;28/06/2022 21:09:00;22,9;51,5;
31;28/06/2022 21:19:00;22,8;53,4;
32;28/06/2022 21:29:00;22,6;52,6;
33;28/06/2022 21:39:00;22,3;54;
34;28/06/2022 21:49:00;22,1;53,7;
35;28/06/2022 21:59:00;21,9;54,5;
36;28/06/2022 22:09:00;21,7;54,5;
37;28/06/2022 22:19:00;21,5;56,6;
38;28/06/2022 22:29:00;21,4;55,2;
39;28/06/2022 22:39:00;21,2;58,9;
40;28/06/2022 22:49:00;21,2;60,4;
41;28/06/2022 22:59:00;21,1;60,2;
42;28/06/2022 23:09:00;20,8;62,2;
43;28/06/2022 23:19:00;20,9;61,4;
44;28/06/2022 23:29:00;20,8;61,4;
45;28/06/2022 23:39:00;20,8;62,9;
46;28/06/2022 23:49:00;20,6;64,1;
47;28/06/2022 23:59:00;20,7;61,4;
48;29/06/2022 00:09:00;20,6;64;
49;29/06/2022 00:19:00;20,6;60,8;
50;29/06/2022 00:29:00;20,5;63,9;
51;29/06/2022 00:39:00;20,4;64,9;
52;29/06/2022 00:49:00;20,5;63,7;
53;29/06/2022 00:59:00;20,4;63,8;
54;29/06/2022 01:09:00;20,4;61,5;
55;29/06/2022 01:19:00;20,1;64;
56;29/06/2022 01:29:00;20,3;62,2;
57;29/06/2022 01:39:00;20,1;65,4;
58;29/06/2022 01:49:00;20;62,2;
59;29/06/2022 01:59:00;20,1;62,7;
60;29/06/2022 02:09:00;20,3;61,9;
61;29/06/2022 02:19:00;20,4;61,7;
62;29/06/2022 02:29:00;20,3;62,7;
63;29/06/2022 02:39:00;20,2;63,5;
64;29/06/2022 02:49:00;20,2;62,9;
65;29/06/2022 02:59:00;20,3;62,3;
66;29/06/2022 03:09:00;20,3;62,4;
67;29/06/2022 03:19:00;20,2;62,8;
68;29/06/2022 03:29:00;20,2;62,6;
69;29/06/2022 03:39:00;20,1;62,9;
70;29/06/2022 03:49:00;20,1;63;
71;29/06/2022 03:59:00;20;63;
72;29/06/2022 04:09:00;20;62,7;
73;29/06/2022 04:19:00;19,1;64,1;
74;29/06/2022 04:29:00;18,8;64,7;
75;29/06/2022 04:39:00;18,9;67,7;
76;29/06/2022 04:49:00;19,3;65,5;
77;29/06/2022 04:59:00;19,5;65,1;
78;29/06/2022 05:09:00;19,8;63,7;
79;29/06/2022 05:19:00;19,8;63;
80;29/06/2022 05:29:00;19,8;62,6;
81;29/06/2022 05:39:00;19,8;62,5;
82;29/06/2022 05:49:00;19,9;61,6;
83;29/06/2022 05:59:00;19,9;61,4;
84;29/06/2022 06:09:00;20;61,3;
85;29/06/2022 06:19:00;20,2;60,3;
86;29/06/2022 06:29:00;20,2;60,1;
87;29/06/2022 06:39:00;20,3;59,7;
88;29/06/2022 06:49:00;20,6;57,9;
89;29/06/2022 06:59:00;20,6;57,9;
90;29/06/2022 07:09:00;20,5;60,5;
91;29/06/2022 07:19:00;20,7;60;
92;29/06/2022 07:29:00;20,8;59;
93;29/06/2022 07:39:00;21,3;56,4;
94;29/06/2022 07:49:00;21,8;55,4;
95;29/06/2022 07:59:00;22,2;54,2;
96;29/06/2022 08:09:00;22;58,2;
97;29/06/2022 08:19:00;22,5;54;
98;29/06/2022 08:29:00;22,6;53,6;
99;29/06/2022 08:39:00;23,1;54,1;
100;29/06/2022 08:49:00;23,7;49,8;
101;29/06/2022 08:59:00;24,5;47,8;
102;29/06/2022 09:09:00;25,3;45,8;
103;29/06/2022 09:19:00;25,8;44,1;
104;29/06/2022 09:29:00;25,8;44,2;
105;29/06/2022 09:39:00;26,4;41,3;
106;29/06/2022 09:49:00;26,7;44,7;
107;29/06/2022 09:59:00;27,1;45,1;
108;29/06/2022 10:09:00;27,6;44;
109;29/06/2022 10:19:00;28;44,4;
110;29/06/2022 10:29:00;28,5;41,8;
111;29/06/2022 10:39:00;28,9;40,7;
112;29/06/2022 10:49:00;29,5;38,7;
113;29/06/2022 10:59:00;30;38,5;
114;29/06/2022 11:09:00;30,5;38,9;
